"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"North Vernon","https://www.facebook.com/clarkberryfarm","38.9290890","-85.7760690","Clarks Berry Farm","IN","8905 West 350 South","fresh-fruits","","farm","","47265"
"Cloverdale","www.facebook.com/Cliffordfeed","39.5658168","-86.6671388","Clifford Feed & Straight From the Farm Market","IN","10128 E CR 650 S","bedding plants crafts woodworking herbs fresh-fruits fresh-vegetables red-meat non-poultry-meat soap body-care","","farm","","46120"
"Lanesville","https://www.facebook.com/DeereFarmsCornMaze","38.2233474","-85.9694093","Deere Farms Corn Maze and Pumpkin Patch","IN","1565 Saint Johns Church Road NE","baked-goods bedding plants","","farm","www.deerefarms.com","47136"
"South Whitley","facebook.com\eelriverbison","41.073939","-85.634680","Eel River Bison Ranch","IN","7480 W River Road","","","farm","www.eelriverbisonranch.com","46787"
"St Mary of the Woods","@WhiteVioletCenter","39.512245","-87.454521","Farm Store at White Violet Center","IN","1 Sisters of Providence","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products nuts pet-food poultry fowl prepared-foods red-meat non-poultry-meat soap body-care","@wvcecojustice","farm","https://farm-store-at-white-violet-center.mybigcommerce.com/","47876"
"Sunman","https://www.facebook.com/ForkRightFarm","39.203497","-85.103989","Fork Right Farm","IN","8495 E CR 900 N","red-meat non-poultry-meat","","farm","www.forkrightfarm.com","47041"
"Richland","Forston Farms LLC ","37.897433","-87.235132","Forston Farms LLC","IN","684N County Rd 950W","crafts woodworking honey soap body-care","","farm","forstonfarm.com","47634"
"Sheridan","","40.083722","-86.240938","Garden of Good","IN","206 N 46 W Hamilton Co","fresh-fruits fresh-vegetables","","farm","","46069"
"Muncie ","","40.205468","-85.463899","Gary's Gardens","IN","6613 w. jacksom","bedding plants fresh-fruits fresh-vegetables","","farm","garystevenprater@gmail.net","47304"
"Leopold","https://www.facebook.com/Grasscorp.net/","38.165649","-86.522822","Grass Corp.","IN","15606 Oriole Road","dairy products eggs pet-food poultry fowl red-meat non-poultry-meat soap body-care","","farm","https://grasscorp.net/","47551"
"Leesburg","","41.3068150","-85.7299150","Green Acres produce, LLC","IN","5975e 500n","fresh-vegetables","","farm","","46538"
"Martinsville","Hunter's Honey Farm","39.487286","-86.552612","Hunter's Honey Farm","IN","6501 W Honey Ln","canned preserved eggs honey prepared-foods soap body-care","Hunter's Honey Farm","farm","HuntersHoneyFarm.com","46151"
"North Manchester","https://www.facebook.com/hawkinsfamilyfarm","40.977922","-85.738850","J.L. Hawkins Family Farm L.P.","IN","10373 N 300 E","eggs honey maple-products poultry fowl red-meat non-poultry-meat","https://www.twitter.com/hawkinsfarm","farm","www.hawkinsfamilyfarm.com","46962"
"Bloomfield","https://www.facebook.com/pages/Jones-5-Star-Ranch/623618880995653","39.0269903","-86.9375068","Jones 5 Star Ranch & Country Store","IN","4879 E ST. RD 58","","","farm","","47424"
"Vallonia","https://www.facebook.com/kammansfarmmarket","38.810188","-86.101735","Kamman's Greenhouses & Farm Market","IN","4683 S. St. Rd. 135","","https://twitter.com/KammansFarms","farm","www.kammansfarmmarket.com","47281"
"Goshen","https://www.facebook.com/pages/Kerchers-Sunrise-Orchards/140862185948471","41.549790","-85.838435","Kercher's Sunrise Orchards","IN","19498 County Road 38","","","farm","","46526"
"North Manchester","","41.031582","-85.705937","Kindys' Organically Grown Produce","IN","4874 E 1400 N","cut-flowers eggs herbs fresh-fruits fresh-vegetables","","farm","","46962"
"Floyds Knobs","Kruer Family Farm Poultry & Fowl ","38.366417","-85.874050","Kruer Family Farm Poultry & Fowl ","IN","6403 Loi Road","bedding plants eggs herbs fresh-vegetables poultry fowl","","farm","","47119"
"New Haven","https://www.facebook.com/kurtzproduce/","41.1697509","-84.9603735","Kurtz Produce","IN","14212 State Road 37E","fresh-vegetables","","farm","","46774"
"Plainfield ","","39.691679","-86.434469","Lazy A Ranch","IN","5165 E US Highway 40","cut-flowers eggs herbs fresh-vegetables honey","","farm","","46168"
"Greenfield ","lostfortytreefarm.com","39.856038","-85.726028","lost forty tree farm","IN","4499 north 400 east","canned preserved cut-flowers fresh-fruits fresh-vegetables honey mushrooms nursery-stock wild-harvested forest-products","none","farm","lostfortytreefarm.com","46140"
"Lebanon","https://www.facebook.com/magnanimousfarms/","40.135876","-86.365920","Magnanimous Farms","IN","6655 N 550 E","eggs honey maple-products poultry fowl prepared-foods red-meat non-poultry-meat","","farm","https://www.magnanimousfarms.com/","46052"
"Bloomington","","39.052321","-86.603126","Marble Hill Farm","IN","8101 S. Victor Pike","eggs red-meat non-poultry-meat","","farm","","47403"
"Paoli","","38.412000","-86.454737","Maria Louisa Vineyard","IN","88 E. County Road 1000 S. Providence Church Road","fresh-fruits","","farm","","47454"
"South Bend","","41.6567535","-86.3533214","Matthys Farm Market","IN","57754 Crumstown Hwy","bedding plants fresh-fruits fresh-vegetables honey juices ciders pet-food","","farm","www.matthysfarmmarket.com","46619"
"Peru","https://www.facebook.com/mcclures.orchard","40.837522","-86.131347","McClures Orchard/Winery","IN","5450 North Us 31","baked-goods canned preserved fresh-fruits fresh-vegetables honey juices ciders maple-products nursery-stock prepared-foods wine spirits beer hard-cider","https://twitter.com/mccluresorchard","farm","http://www.mccluresorchard.com/","46970"
"Morgantown","Nature's Gift Organics","39.400957","-86.226373","Nature's Gift","IN","6601 West 500 South","fresh-fruits fresh-vegetables","","farm","www.NaturesGiftIndianaGrown.com","46160"
"Huntington","","40.839561","-85.549335","Phils UPickIt","IN","780N 500W","","","farm","","46750"
"Terre haute","","39.5511985","-87.2668939","Pounds Farms","IN","7000 N Stuthard Street","","","farm","","47805"
"Cutler","","40.477947","-86.465291","Prime Valley Farms LLC","IN","3271 E 500 S","red-meat non-poultry-meat","","farm","www.primevalleyfarms.com","46920"
"Sunman","www.facebook.com/pages/Quarteramish-by-Life-Simple-Pleasure/150748645024012?focus_composer=true&ref_type=bookmark","39.2256440","-85.0582890","Quarter Amish","IN","24611 Van Wedding Road","canned preserved herbs fresh-vegetables soap body-care","","farm","","47041"
"Michigan City","","41.6369600","-86.8734209","Radke Orchards","IN","8999 W. 200 N.","canned preserved fresh-fruits fresh-vegetables honey juices ciders nuts","","farm","www.radkeorchards.com","46360"
"New Carlisle","https://www.facebook.com/rainfieldfarm","41.732297","-86.565215","Rainfield Farm","IN","8531 N 650 E","eggs herbs fresh-fruits fresh-vegetables honey maple-products","","farm","www.rainfieldfarm.com","46552"
"Terre Haute","https://www.facebook.com/richmondacres","39.343476","-87.469610","Richmond Acres","IN","10131 S Edison Place","eggs poultry fowl red-meat non-poultry-meat","","farm","www.richmondacres.weebly.com","47802"
"Lakeville","Rock Icelandics and Suffolks","41.514460","-86.314816","Rock Icelandics","IN","67625 Mulberry Rd","red-meat non-poultry-meat","","farm","","46536"
"Michigan City","","41.710214","-86.816333","Scherf Farms Dairy & Creamery","IN","7059 North County Road 600 West","dairy products","","farm","www.scherffarms.com","46360"
"Mooresville","https://www.facebook.com/SeibsHoosierHoney/","39.541648","-86.312305","Seib's Hoosier Honey","IN","7784 N Sanctuary Ln","honey pet-food soap body-care","","farm","https://www.seibshoosierhoney.com","46158"
"BLOOMINGTON","facebook.com/sobremesafarm","39.222604","-86.425687","Sobremesa Farm Market","IN","4781 N MOUNT GILEAD RD","canned preserved crafts woodworking cut-flowers herbs fresh-fruits fresh-vegetables honey wild-harvested forest-products","","farm","www.sobremesafarm.com","47408"
"Danville ","www.facebook.com/StamperFarmsAndGardens","39.7418369","-86.6328900","Stamper Farms & Gardens","IN","1288 S. County Rd. 600 West","canned preserved herbs fresh-fruits fresh-vegetables","","farm","","46122"
"Dale","https://www.facebook.com/pages/Steckler-Grassfed/123392397746374","38.198899","-86.939880","Steckler Grassfed LLC","IN","21477 North CR 600 East","dairy products eggs red-meat non-poultry-meat","","farm","www.StecklerGrassfed.com","47523"
"Bloomington","https://www.facebook.com/stobofarm","39.162236","-86.414401","Stobo Farm, LLC","IN","8204 E State Rd 46","baked-goods bedding plants canned preserved cut-flowers dry beans eggs herbs fresh-fruits fresh-vegetables honey maple-products mushrooms","","farm","stobofarm.com","47401"
"Bloomington","https://www.facebook.com/SunnyBranchFarm","39.198114","-86.468346","Sunny Branch Farm","IN","5285 E. State Rd. 45","bedding plants canned preserved coffee tea cut-flowers eggs herbs fresh-fruits fresh-vegetables honey nursery-stock soap body-care","https://www.twitter.com/sunnybranchfarm","farm","http://www.sunnybranchfarm.com","47408"
"Etna Green ","https://www.facebook.com/pages/The-Berry-Patch/260825307322692","41.2730940","-86.0018429","The Berry Patch","IN","8171 W 300 N","fresh-fruits","","farm","","46524"
"Corunna","","41.510023","-85.170414","The Blueberry Patch","IN","0540 County Road 5","","","farm","","46730"
"Bloomington","https://www.facebook.com/TheChileWoman","39.1471130","-86.5654450","The Chile Woman","IN","1704 S. Weimer Rd.","bedding plants canned preserved fresh-vegetables","https://www.twitter.com/TheChileWoman","farm","www.thechilewoman.com","47403"
"Lowell","www.facebook.com/ThisHereFarm ","41.278842","-87.390456","This Here Farm ","IN","18707 Clark Rd","crafts woodworking honey soap body-care","","farm","www.etsy.com/shop/ThisHereFarm","46356"
"Clay City","","39.304845","-87.110518","Tucker Farms Produce","IN","","canned preserved fresh-fruits fresh-vegetables honey","","farm","","47841"
"Goshen","https:///www.facebook.com/pages/Uncle-Pauls-Gardens/136825963012535","41.591367","-85.824658","Uncle Paul's Gardens","IN","404 Olive St.","bedding plants canned preserved dry beans herbs fresh-vegetables","","farm","","46528"
"Lafayette","https://www.facebook.com/WeaCreekOrchard?ref=hl","40.336633","-86.861472","Wea Creek Orchard","IN","5618 South County Road 200 East","baked-goods canned preserved fresh-fruits honey maple-products","","farm","www.weacreekorchard.com","47909"
"Whiteland","","39.557765","-86.057032","Whiteland Orchard","IN","5559 N Graham Rd","bedding plants canned preserved herbs fresh-fruits fresh-vegetables honey juices ciders prepared-foods","","farm","whitelandorchard.com","46184"
"Albany","https://www.facebook.com/Albany-IN-Farmers-Market-405175829889200/?modal=admin_todo_tour","40.299191","-85.235831","Albany IN Farmers Market","IN","208 E. State Street","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants prepared-foods soap fruits","","market","","47320"
"Avon","http://facebook.com/avonfarmersmarket","39.765279","-86.38263","Avon Farmers Market","IN","8190 E US Highway 36","baked goods crafts flowers eggs honey jams meat prepared-foods soap","","market","http://www.avongov.org/category/subcategory.php?categoryid=28",""
"bainbridge","bainbridgefarmmarket","39.7622329","-86.8176960","Bainbridge Farm Market","IN","201 Grant Ave","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared-foods soap fruits wild","","market","","46105"
"Batesville ","Batesville Farmers Market","39.298852","-85.221859","Batesville Farmers Market","IN","Main and Boehringer Street","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple plants soap wine fruits mushrooms","","market","http://Www.Batesvillefarmersmarket.com","47006"
"Bloomington, IN ","https://www.facebook.com/pages/Bloomington-Community-Farmers-Market/130635957114110","39.1703084","-86.5369425","Bloomington Community Farmers' Market","IN","401 N MortonSt","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains pet food wild","","market","http://bloomington.in.gov/farmersmarket","47404"
"Bloomington","https://www.facebook.com/Bloomington-Winter-Farmers-Market-205299875349/","39.149906","-86.539649","Bloomington Winter Farmers' Market","IN","1601 S Rogers St","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams maple meat poultry prepared-foods soap coffee beans fruits grains mushrooms wild","","market","http://bloomingtonwinterfarmersmarket.com","47403"
"Bluffton","https://www.facebook.com/BlufftonIndianaFarmersMarket/","40.743479","-85.172111","Bluffton Farmers' & Artisans' Market","IN","360 N Main St","baked goods crafts flowers eggs vegetables honey jams plants soap fruits","","market","","46714"
"BROOKVILLE","","39.412804","-85.012083","Brookville Farmer's Market","IN","116 Main Street","baked goods flowers eggs vegetables honey jams fruits","","market","","47012"
"Brownsburg","https://www.facebook.com/BrownsburgFarmersMarket/","39.844272","-86.396445","Brownsburg Farmers Market","IN","61 N. Green Street","baked goods cheese crafts flowers herbs vegetables honey jams meat prepared-foods soap trees coffee fruits pet food","https://twitter.com/home","market","https://www.brownsburg.org/category/subcategory.php?categoryid=8","46112"
"Crawfordsville","https://www.facebook.com/crawfordsvillefarmersmarket","40.040652","-86.903732","Crawfordsville Farmers Market","IN","100 W Pike St.","baked goods crafts flowers eggs herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap coffee fruits","","market","https://www.crawfordsville.net/topic/index.php?topicid=160&structureid=13","47933"
"Crawfordsville","https://www.facebook.com/crawfordsvillefarmersmarket","40.046040","-86.896007","Crawfordsville Winter Market","IN","400 Parke Avenue","baked goods crafts eggs herbs vegetables honey jams maple meat nuts poultry prepared-foods soap coffee fruits juices","","market","https://www.crawfordsville.net/topic/index.php?topicid=160&structureid=13","47933"
"Culver","@culverfarmersmarket","41.218494","-86.419302","Culver Farmers' Market","IN","819 E. Lake Shore Drive","organic baked goods crafts flowers eggs herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap fruits wild","","market","","46511"
"Culver","@culverfarmersmarket","41.216815","-86.422907","Culver Farmers' Market","IN","107 N Main Street","organic baked goods crafts flowers eggs herbs vegetables honey jams maple meat nuts poultry prepared-foods soap fruits","","market","","46511"
"Cumberland","https://www.facebook.com/CumberlandINFM","39.775860","-85.961539","Cumberland Farmers Market","IN","11501 E Washington Street","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants soap fruits mushrooms pet food","","market","http://www.town.cumberland.in.us/government/departments/farmers_market/index.php","46229"
"Dillsboro","https://www.facebook.com/Dillsboro-Farmers-Market-1682514815354955/","39.018037","-85.059414","Dillsboro Farmers Market","IN","12921 North Street","soap","","market","","47018"
"Evansville,IN","downtown evansvillefarmersmarket.com","37.993544","-87.586443","DOWNTOWN EVANSVILLE FARMERS MARKET","IN","3rd, 4th and Bond Sts.","baked goods crafts flowers herbs vegetables honey jams meat plants poultry prepared-foods soap coffee fruits juices mushrooms wild","","market","http://www.downtownevansvillefarmersmarket.com","47708"
"Lawrenceburg","https://www.facebook.com/lawrenceburgfarmersmarket/?ref=br_rs","39.095734","-84.857359","Downtown Lawrenceburg Farmer's Market","IN","US 50 and Park Streets","baked goods crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits wild","","market","https://www.thinklawrenceburg.com/event/downtown-lawrenceburg-farmers-market-13/","47025"
"Madison","https://www.facebook.com/madison.farmers.market/","38.738245","-85.382973","Downtown Madison Farmers Market","IN","Broadway Street near the Broadway Fountain","organic baked goods flowers eggs herbs vegetables honey jams meat nuts poultry prepared-foods soap trees beans fruits mushrooms pet food wild","","market","http://www.farmersmarketmadison.com","47250"
"Indianapolis","Lineage the Market","39.894467","-86.274997","Farm to Fork Farmers Market at Normandy Farms","IN","7802 Marsh Road","organic cheese eggs vegetables honey meat poultry soap coffee fruits","","market","","46278"
"Greenfield","https://www.facebook.com/FarmersMarketAtTheFairgrounds","39.791832","-85.756240","Farmers Market at the Fairgrounds","IN","620 N Apple Street","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits mushrooms pet food","https://twitter.com/AtTheFairground","market","","46140"
"Connersville","https://www.facebook.com/FayettecountyfarmersmarketIN/?ref=bookmarks","39.641132","-85.139738","Fayette County Farmers' Market","IN","401 N Central Ave","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry soap coffee fruits","","market","","47331"
"floyds knobs","","38.315002","-85.896109","Floyd County Farmers Market (Floyds Knobs)","IN","400 Block Lafollette Station","baked goods cheese crafts flowers herbs vegetables honey jams maple meat plants coffee fruits pet food","","market","","47119"
"Lawrence","https://www.facebook.com/FortBenFarmersMarket/","39.865956","-85.989646","Fort Ben Farmers Market","IN","","organic baked goods crafts flowers eggs seafood vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits mushrooms tofu","","market","http://www.cityoflawrence.org/fortbenfarmersmarket",""
"Franklin","https://www.facebook.com/DiscoverDowntownFranklin/","39.479799","-86.057680","Franklin Farmers Market","IN","Parking Lot 2 Blocks West of the Courthouse","organic baked goods cheese crafts flowers eggs herbs vegetables jams meat nuts plants poultry prepared-foods soap coffee fruits juices wild","","market","http://discoverdowntownfranklin.com","46131"
"Evansville","https://www.facebook.com/Franklin-Street-Bazaar-2296932127209023/","37.980191","-87.594742","Franklin Street Bazaar","IN","2000 W. Franklin Street","baked goods cheese crafts flowers eggs herbs vegetables jams maple meat plants poultry prepared-foods soap coffee fruits grains juices pet food wild","","market","","47710"
"Fort Wayne","https://www.facebook.com/ftwaynesfm/","41.078388","-85.136155","Ft. Wayne's Farmers Market - Summer","IN","301 E Wayne Street","organic baked goods cheese crafts flowers eggs herbs vegetables honey maple meat plants poultry prepared-foods soap wine coffee fruits grains juices mushrooms pet food wild","https://twitter.com/FtWaynesFM","market","https://ftwaynesfarmersmarket.com/","46802"
"FORT WAYNE","https://www.facebook.com/ftwaynesfm/","41.074494","-85.140411","Ft. Wayne's Farmers Market-Winter Market","IN","216 W Douglas Ave","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap trees wine coffee fruits grains juices mushrooms pet food","@FtwaynesFM","market","https://ftwaynesfarmersmarket.com/","46802"
"Rochester","","41.0647645","-86.2158331","Fulton County Farmers Market","IN","","organic baked goods flowers eggs herbs vegetables honey jams meat nuts plants prepared-foods fruits","","market","","46975"
"Indianapolis","https://www.facebook.com/GarfieldParkFarmersMarket/","39.731109","-86.141830","Garfield Park Farmers Market","IN","2345 Pagoda Dr","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains juices mushrooms pet food tofu wild","","market","","46225"
"Gas City","https://m.facebook.com/FarmersMarketsinGasCityIndiana/?ref=bookmarks","40.489812","-85.598506","Gas City, IN Farmers Market ","IN","1028 E Main Street","baked goods crafts flowers vegetables jams meat prepared-foods fruits","","market","","46933"
"Fort Wayne","Hardy’s Farm Market","41.0359345","-85.2011808","Hardy’s Farm Market","IN","4525 Knoll Rd","baked goods crafts flowers eggs vegetables honey jams plants fruits","","market","","46809"
"New Palestine","https://www.facebook.com/HealthwayParkFarmersMarket","39.726276","-85.917230","Healthway Park Farmers Market","IN","4055 South Roy Wilson Way","baked goods cheese flowers eggs herbs vegetables honey jams maple meat poultry soap coffee fruits pet food","","market","","46163"
"Newburgh","facebook.com/newburghfarmersmarket","37.944042","-87.405321","Historic Newburgh Farmers Market","IN","1 E Water St","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants poultry prepared-foods soap coffee fruits pet food","@marketnewburgh","market","http://newburghfarmersmarket.org","47630"
"Lebanon ","www.facebook.com/lebanoncitymarket","40.0456714","-86.4690470","Lebanon City Market","IN","309 S Lebanon St.","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple plants poultry prepared-foods soap wine coffee fruits mushrooms","https://twitter.com/lebanoncitymkt","market","","46052"
"Linton","@lintonfarmersmarket","39.039325","-87.149098","Linton Farmers' Market","IN","","baked goods crafts flowers eggs herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap wine coffee fruits mushrooms wild","","market","http://www.lintonfarmersmarket.com","47441"
"Gary","","41.595883","-87.344853","Market of Life","IN","3510 W 15th Ave","flowers eggs herbs vegetables jams plants","","market","","46404"
"Evansville","https://www.facebook.com/MarketonMainEVV/","37.972884","-87.568349","Market on Main ","IN","Ford Center Plaza 6th and Main St","baked goods cheese crafts flowers eggs vegetables honey jams meat poultry prepared-foods soap coffee fruits pet food","","market","http://www.marketonmainevv.com","47715"
"South Bend","Matthys Farm Market","41.65516","-86.35873","Matthys Farm Market","IN","57754 Crumstown Hwy","crafts vegetables honey jams maple plants trees fruits pet food","","market","http://www.matthysfarmmarket.com","46619"
"Peru","Miami County Farmers' Market","40.755229","-86.069521","Miami County Farmers Market","IN","North Broadway and East 5th Street","baked goods crafts flowers eggs herbs vegetables honey plants soap fruits mushrooms","","market","","46970"
"Muncie ","https://www.facebook.com/minnetrista","40.198978","-85.393346","Minnetrista Farmers Market","IN","1200 North Minnetrista Pkwy","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits grains juices","","market","https://minnetrista.net/home/things-to-do/farmers-market2/","47303"
"Martinsville ","Morgan County Farmers Market","39.423392","-86.428695","Morgan County Farmers' Market Association","IN","Main St. & Indiana St.","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap trees coffee fruits grains","","market","http://www.info@mcfarmers.org","46151"
"Mooresville ","Morgan County Farmers Market","39.6128060","-86.3796098","Morgan County Farmers' Market Association","IN","Monroe & Main St.","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits grains pet food","","market","http://www.info@mcfarmers.org","46158"
"Martinsville","Morgan County Farmers Market","39.422141","-86.420904","Morgan County Winter Farmers' Market Association","IN","240 E Washington St.","baked goods crafts eggs herbs vegetables honey jams maple meat poultry prepared-foods soap coffee grains pet food","","market","http://www.info@mcfarmers.org","46151"
"Muncie","https://www.facebook.com/groups/1627047027524961/","40.1883942","-85.4106750","Muncie Makers Market ","IN","Outside at Books & Brews, 2100 West White River Boulevard","organic baked goods crafts flowers eggs herbs vegetables honey jams plants prepared-foods soap trees coffee fruits mushrooms pet food","","market","","47303"
"Spencer","https://www.facebook.com/owencountyfarmersmarket","39.286121","-86.769484","Owen County Farmers Market","IN","459 W. Morgan Street (SR46)","organic baked goods crafts flowers eggs herbs vegetables honey jams maple plants poultry prepared-foods soap fruits mushrooms pet food wild","","market","https://owencountyfarmersmarket.com/","47460"
"Plymouth","https://www.facebook.com/pages/Plymouth-Farmers-Market-Inc/136145306459265","41.340650","-86.307641","Plymouth Farmers Market","IN","Garro St.","organic baked goods cheese flowers eggs herbs vegetables honey jams maple meat plants poultry soap trees fruits","","market","http://www.plymouthfarmersmarket.com","46563"
"Rensselaer","https://www.facebook.com/pages/Rensselaer-Farmers-Market/120400308005878","40.9356403","-87.1501069","Rensselaer Farmers Market","IN","110 W Harrison St.","baked goods crafts flowers eggs herbs vegetables honey jams meat plants prepared-foods soap coffee fruits","","market","","47978"
"Richmond","https://www.facebook.com/RichmondFarmersMarketIN/","39.829996","-84.893377","Richmond Farmers Market - Summer Season (May-October)","IN","47 N 6th St","baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits pet food","","market","https://www.richmondindiana.gov/resources/farmers-market","47374"
"Richmond","https://www.facebook.com/RichmondFarmersMarketIN/","39.825813","-84.900398","Richmond Winter Farmers Market - Winter Season (November - April)","IN","204 S Second St","baked goods cheese crafts flowers eggs vegetables honey jams maple meat poultry soap coffee beans mushrooms pet food wild","","market","https://www.richmondindiana.gov/resources/farmers-market","47374"
"indianapolis","","39.806671","-86.192041","Riverside Farmers Market","IN","2800 Riverside Drive","baked goods cheese flowers vegetables jams plants soap fruits","","market","","46208"
"Roanoke","https://www.facebook.com/RoanokeFarmersMarket/","40.961979","-85.373322","Roanoke Farmer's Market","IN","Main Street","baked goods crafts flowers vegetables meat plants prepared-foods soap coffee","","market","http://discoverroanoke.org/events/farmers-market","46783"
"Russiaville","https://www.facebook.com/RussiavilleFM","40.419151","-86.270804","Russiaville Farmers Market","IN","250 N Union St","baked goods crafts flowers eggs herbs vegetables honey jams meat plants prepared-foods soap fruits pet food","","market","","46979"
"Fort Wayne","https://www.facebook.com/Salomon-Farm-Park-134187289927760/","41.175641","-85.152678","Salomon Farm Park Farmers' Market ","IN","817 West Dupont Road","organic baked goods crafts flowers eggs herbs vegetables honey jams maple poultry coffee fruits","","market","http://www.fortwayneparks.org","46825"
"SHELBYVILLE","https://www.facebook.com/shelbycofarmersmarket","39.524220","-85.780478","Shelby County Farmers Market","IN","151 W Washington Street","baked goods crafts eggs vegetables honey jams meat plants prepared-foods soap coffee fruits juices","","market","https://www.mainstreetshelbyville.org/mainstreet-farmers-market/","46176"
"Speedway","Speedway Farmers Market","39.793698","-86.247542","Speedway Farmers Market","IN","1068 Main Street","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat plants poultry prepared-foods soap coffee fruits juices mushrooms wild","","market","","46224"
"Terre Haute","https://www.facebook.com/Terrehautedowntownfarmersmarket","39.464145","-87.376070","Terre Haute Farmers Market","IN","2800 Poplar Street","organic baked goods cheese crafts flowers eggs herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains juices mushrooms pet food wild","","market","http://www.terrehautefarmersmarket.com","47803"
"Bloomington ","The People’s Market","39.164192","-86.491053","The People’s Market","IN","3220 E 3rd St.","baked goods cheese crafts flowers eggs herbs vegetables honey jams meat plants poultry soap coffee beans fruits mushrooms","","market","http://www.peoplesmarketbtown.org","47403"
"Bloomington","https://www.facebook.com/pages/Bloomington-Community-Farmers-Market/130635957114110","39.167687","-86.537883","Tuesday Market at Bloomington Community Farmers Market","IN","6th and Madison Streets ","organic baked goods cheese crafts flowers eggs seafood herbs vegetables honey jams maple meat nuts plants poultry prepared-foods soap trees coffee beans fruits grains pet food wild","","market","http://bloomington.in.gov/farmersmarket","47404"
